pond_id,region,event_date,event_type,logged_by,lifecycle_stage,species,species_ratio,target_weight_grams,average_weight_grams,intended_stocking_density_per_acre,actual_stocking_density_per_acre,fish_harvested_kg,fish_remaining_individuals,harvest_reason,pond_preparation_done
pond_edb67ba0,Nellore,2025-08-29,Stocking,Chaitanya,Grow-out,Roopchand,10,1000.0,400.0,2941,2941.0,,,,True
pond_16becad9,West Godavari,2025-08-28,Harvest,Chaitanya,Grow-out,"Rohu (Labeo rohita), Catla (Catla catla)",,,1371.0,,,45000,0,Planned harvest,
pond_d81b6f9f,West Godavari,2025-08-28,Stocking,Chaitanya,Breed-out,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,150.0,30.0,10588,10588.0,,,,False
pond_c5b49325,West Godavari,2025-08-27,Stocking,Chaitanya,Breed-out,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,250.0,50.0,7000,7000.0,,,,False
pond_05f65197,West Godavari,2025-08-27,Stocking,Chaitanya,Rearing,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,100.0,10.0,38571,38517.0,,,,False
pond_bd0f4fd7,Nellore,2025-08-27,Stocking,Chaitanya,Grow-out,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,1000.0,150.0,2857,2857.0,,,,True
pond_05d9df8f,West Godavari,2025-08-25,Harvest,Chaitanya,Breed-out,"Rohu (Labeo rohita), Catla (Catla catla)",,,250.0,,,,0,Planned harvest,
pond_49ea61c0,West Godavari,2025-08-25,Harvest,Chaitanya,Grow-out,"Rohu (Labeo rohita), Catla (Catla catla)",,,1400.0,,,60000,0,Planned harvest,
pond_2e0e9d1a,West Godavari,2025-08-25,Stocking,Chaitanya,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1000.0,350.0,2787,2787.0,,,,False
pond_ca25b296,West Godavari,2025-08-25,Stocking,Chaitanya,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1000.0,350.0,3201,3201.0,,,,False
pond_f569e116,Nellore,2025-08-24,Stocking,Chaitanya,Grow-out,Roopchand,10,1000.0,300.0,3036,3036.0,,,,True
pond_f86d5d94,West Godavari,2025-08-24,Stocking,Chaitanya,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1000.0,150.0,3243,3243.0,,,,True
pond_bee2e7f5,West Godavari,2025-08-23,Stocking,Chaitanya,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,250.0,50.0,11029,11029.0,,,,True
pond_e95651d9,West Godavari,2025-08-22,Stocking,Chaitanya,Nursery,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,30.0,1.0,166667,166667.0,,,,False
pond_17b6d1f2,West Godavari,2025-08-22,Stocking,Chaitanya,Grow-out,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,1200.0,250.0,1383,1383.0,,,,False
pond_a1a3333d,West Godavari,2025-08-22,Stocking,Chaitanya,Grow-out,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,1200.0,150.0,1842,1842.0,,,,False
pond_d252b4e3,Nellore,2025-08-21,Harvest,Chaitanya,Grow-out,"Rohu (Labeo rohita), Catla (Catla catla)",,,916.0,,,2290,0,Planned harvest,
pond_8fd1554c,West Godavari,2025-08-20,Harvest,Chaitanya,Breed-out,"Rohu (Labeo rohita), Catla (Catla catla)",,,350.0,,,,0,Planned harvest,
pond_a0b42194,West Godavari,2025-08-18,Harvest,Chaitanya,Grow-out,"Rohu (Labeo rohita), Catla (Catla catla)",,,970.0,,,30000,0,Planned harvest,
pond_b7082dc1,West Godavari,2025-08-15,Stocking,Chaitanya,Nursery,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,20.0,2.0,200000,200000.0,,,,False
pond_c0b647c8,Nellore,2025-08-14,Stocking,Chaitanya,Grow-out,Roopchand,10,1000.0,150.0,2973,2973.0,,,,False
pond_aae69640,Nellore,2025-08-14,Stocking,Chaitanya,Grow-out,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,800.0,300.0,3044,3044.0,,,,True
pond_e2db7a6b,West Godavari,2025-08-13,Stocking,Chaitanya,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,250.0,30.0,11667,11667.0,,,,False
pond_d8d30ad3,West Godavari,2025-08-13,Harvest,Chaitanya,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,1400.0,,,106000,0,Planned harvest,
pond_0b18540f,West Godavari,2025-08-12,Harvest,Chaitanya,Grow-out,"Rohu (Labeo rohita), Catla (Catla catla)",,,1176.0,,,40000,0,Planned harvest,
pond_304a9d41,West Godavari,2025-08-11,Partial harvest,Chaitanya,Rearing,"Rohu (Labeo rohita), Catla (Catla catla)",,,200.0,,,,100000,Planned harvest,
pond_7fd480e0,West Godavari,2025-08-11,Harvest,Chaitanya,Grow-out,"Rohu (Labeo rohita), Catla (Catla catla)",,,1300.0,,,30000,0,Planned harvest,
pond_4fc9a5af,Nellore,2025-08-10,Stocking,Chaitanya,Rearing,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,100.0,5.0,46512,46512.0,,,,True
pond_2855b437,West Godavari,2025-08-10,Stocking,Chaitanya,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,200.0,30.0,9167,9167.0,,,,False
pond_b9aedd06,West Godavari,2025-08-10,Stocking,Chaitanya,Rearing,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,80.0,30.0,35714,35714.0,,,,False
pond_b7082dc1,West Godavari,2025-08-10,Harvest,Chaitanya,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,250.0,,,,0,Planned harvest,
pond_60e4cad8,West Godavari,2025-08-10,Stocking,Chaitanya,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,300.0,62.0,1905,1905.0,,,,False
pond_0b61fd61,West Godavari,2025-08-10,Harvest,Chaitanya,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,250.0,,,,55000,Planned harvest,
pond_2e1713ae,Nellore,2025-08-09,Harvest,Chaitanya,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,1080.0,,,15200,0,Planned harvest,
pond_1d249330,Nellore,2025-08-06,Stocking,Chaitanya,Grow-out,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,1000.0,400.0,1286,1286.0,,,,True
pond_c5b49325,West Godavari,2025-08-06,Harvest,Chaitanya,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,300.0,,,,33000,Planned harvest,
pond_35f0d376,West Godavari,2025-08-06,Stocking,Chaitanya,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1200.0,316.0,2227,2227.0,,,,False
pond_8bf8a86a,West Godavari,2025-08-05,Harvest,Chaitanya,Breed-out,"Rohu (Labeo rohita), Catla (Catla catla)",,,350.0,,,,0,Planned harvest,
pond_373669d6,Nellore,2025-08-03,Harvest,Chaitanya,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,913.0,,,1370,0,Planned harvest,
pond_a72a9ad7,West Godavari,2025-08-03,Harvest,Chaitanya,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,300.0,,,,0,Planned harvest,
pond_44f24b9a,West Godavari,2025-08-01,Stocking,Chaitanya,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1000.0,359.0,2844,2844.0,,,,False
pond_2781ed8d,West Godavari,2025-08-01,Harvest,Chaitanya,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,200.0,,,,0,Planned harvest,
pond_f6d09111,West Godavari,2025-08-01,Stocking,Chaitanya,Nursery,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,100.0,5.0,100000,100000.0,,,,True
pond_27785ee9,West Godavari,2025-08-01,Stocking,Chaitanya,Rearing,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,100.0,10.0,66667,66667.0,,,,False
pond_46bbdb3a,West Godavari,2025-08-01,Stocking,Chaitanya,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,300.0,50.0,5941,5941.0,,,,True
pond_47f64c85,West Godavari,2025-08-01,Stocking,Chaitanya,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,300.0,50.0,5000,5000.0,,,,False
pond_2e0e9d1a,West Godavari,2025-08-01,Harvest,Chaitanya,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,1200.0,,,12000,0,Planned harvest,
pond_348a1d24,West Godavari,2025-07-31,Stocking,Chaitanya,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1200.0,350.0,2398,2398.0,,,,False
pond_44865e41,West Godavari,2025-07-31,Partial stocking,Chaitanya,Rearing,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,100.0,10.0,87857,87857.0,,,,False
pond_05f65197,West Godavari,2025-07-29,Harvest,Chaitanya,Rearing,"Rohu (Labeo rohita), Catla (Catla catla)",,,80.0,,,,,Planned harvest,
pond_d1de1045,Nellore,2025-07-29,Stocking,Chaitanya,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1200.0,400.0,1970,1970.0,,,,False
pond_60e4cad8,West Godavari,2025-07-29,Harvest,Chaitanya,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,350.0,,,,0,Planned harvest,
pond_a32076ad,West Godavari,2025-07-29,Stocking,Chaitanya,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,200.0,40.0,13208,13208.0,,,,False
pond_b6292420,West Godavari,2025-07-29,Stocking,Chaitanya,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,200.0,40.0,14286,14286.0,,,,False
pond_a2a9984f,Nellore,2025-07-28,Stocking,Chaitanya,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1000.0,250.0,2833,2833.0,,,,True
pond_44865e41,West Godavari,2025-07-28,Partial harvest,Chaitanya,Rearing,"Catla (Catla catla), Rohu (Labeo rohita)",,,80.0,,,,120000,Planned harvest,
pond_74ea5a99,West Godavari,2025-07-28,Stocking,Chaitanya,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,200.0,40.0,6667,6667.0,,,,False
pond_868241e3,West Godavari,2025-07-26,Harvest,Chaitanya,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,350.0,,,,0,Planned harvest,
pond_b296eebf,West Godavari,2025-07-26,Stocking,Chaitanya,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1200.0,330.0,2078,2078.0,,,,False
pond_e95651d9,West Godavari,2025-07-25,Harvest,Chaitanya,Rearing,"Rohu (Labeo rohita), Catla (Catla catla)",,,80.0,,,,,Planned harvest,
pond_e2db7a6b,West Godavari,2025-07-25,Harvest,Chaitanya,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,350.0,,,,,Planned harvest,
pond_ca25b296,West Godavari,2025-07-25,Harvest,Chaitanya,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,1200.0,,,8000,0,Planned harvest,
pond_b9aedd06,West Godavari,2025-07-24,Harvest,Chaitanya,Rearing,"Catla (Catla catla), Rohu (Labeo rohita)",,,100.0,,,,,Planned harvest,
pond_988c1692,West Godavari,2025-07-24,Harvest,Chaitanya,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,1500.0,,,60000,0,Planned harvest,
pond_348a1d24,West Godavari,2025-07-24,Harvest,Chaitanya,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,1600.0,,,140000,0,Planned harvest,
pond_6526e587,West Godavari,2025-07-24,Harvest,Chaitanya,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,250.0,,,,0,Planned harvest,
pond_a32076ad,West Godavari,2025-07-24,Harvest,Chaitanya,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,200.0,,,,0,Planned harvest,
pond_b6292420,West Godavari,2025-07-24,Harvest,Chaitanya,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,250.0,,,,,Planned harvest,
pond_7eadb9bf,West Godavari,2025-07-24,Stocking,Chaitanya,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1000.0,200.0,2857,2857.0,,,,False
pond_9644548f,West Godavari,2025-07-24,Stocking,Chaitanya,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1000.0,250.0,2791,2791.0,,,,False
pond_17b6d1f2,West Godavari,2025-07-23,Harvest,Chaitanya,Grow-out,"Rohu (Labeo rohita), Catla (Catla catla)",,,1000.0,,,70000,0,Planned harvest,
pond_2855b437,West Godavari,2025-07-23,Harvest,Chaitanya,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,150.0,,,,,Planned harvest,
pond_35f0d376,West Godavari,2025-07-22,Harvest,Chaitanya,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,1800.0,,,175000,0,Planned harvest,
pond_b296eebf,West Godavari,2025-07-22,Harvest,Chaitanya,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,1700.0,,,110000,0,Planned harvest,
pond_bee2e7f5,West Godavari,2025-07-21,Harvest,Chaitanya,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,350.0,,,,0,Planned harvest,
pond_cf980f71,West Godavari,2025-07-20,Harvest,Chaitanya,Grow-out,"Rohu (Labeo rohita), Catla (Catla catla)",,,1300.0,,,156000,0,Planned harvest,
pond_47f64c85,West Godavari,2025-07-20,Harvest,Chaitanya,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,300.0,,,,50000,Planned harvest,
pond_f5ca6183,West Godavari,2025-07-20,Harvest,Chaitanya,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,200.0,,,,0,Planned harvest,
pond_74ea5a99,West Godavari,2025-07-20,Harvest,Chaitanya,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,300.0,,,45000,0,Planned harvest,
pond_d81b6f9f,West Godavari,2025-07-18,Harvest,Chaitanya,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,150.0,,,,,Planned harvest,
pond_c295a799,West Godavari,2025-07-16,Harvest,Chaitanya,Rearing,"Rohu (Labeo rohita), Catla (Catla catla)",,,30.0,,,,0,Planned harvest,
pond_a1a3333d,West Godavari,2025-07-16,Harvest,Chaitanya,Grow-out,"Rohu (Labeo rohita), Catla (Catla catla)",,,1200.0,,,78000,0,Planned harvest,
pond_60dd3196,West Godavari,2025-07-13,Stocking,Chaitanya,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,200.0,50.0,13699,13699.0,,,,False
pond_e6185c34,West Godavari,2025-07-13,Stocking,Chaitanya,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1200.0,150.0,2222,2222.0,,,,False
pond_10b0b2f6,Nellore,2025-07-10,Harvest,Chaitanya,Grow-out,"Rohu (Labeo rohita), Catla (Catla catla)",,,700.0,,,3500,0,Planned harvest,
pond_d85b342c,West Godavari,2025-07-10,Harvest,Chaitanya,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,250.0,,,,0,Planned harvest,
pond_4cef5872,Nellore,2025-07-10,Stocking,Chaitanya,Grow-out,"Roopchand, Catla (Catla catla)",9.5:0.5,1000.0,50.0,2817,2817.0,,,,True
pond_7eadb9bf,West Godavari,2025-07-08,Harvest,Chaitanya,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,950.0,,,89000,0,Disease outbreak,
pond_9644548f,West Godavari,2025-07-08,Harvest,Chaitanya,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,1100.0,,,66000,0,Planned harvest,
pond_e6185c34,West Godavari,2025-07-08,Harvest,Chaitanya,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,1272.0,,,70000,0,Planned harvest,
pond_8e6046b4,West Godavari,2025-07-07,Stocking,Chaitanya,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1200.0,360.0,2239,2239.0,,,,False
pond_87edd7c9,West Godavari,2025-07-06,Harvest,Chaitanya,Grow-out,"Rohu (Labeo rohita), Catla (Catla catla)",,,1200.0,,,52000,0,Planned harvest,
pond_21320075,West Godavari,2025-07-06,Stocking,Chaitanya,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1200.0,350.0,1846,1846.0,,,,False
pond_46bbdb3a,West Godavari,2025-07-06,Harvest,Chaitanya,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,300.0,,,10200,0,Planned harvest,
pond_1c1e7d4b,Nellore,2025-07-06,Harvest,Chaitanya,Grow-out,Roopchand,,,700.0,,,5250,0,Planned harvest,
pond_da9e5287,Nellore,2025-07-05,Stocking,Chaitanya,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1000.0,150.0,2667,2667.0,,,,True
pond_9719af6d,Nellore,2025-07-03,Partial harvest,Chaitanya,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,1000.0,,,35000,48500,Planned harvest,
pond_07ed9225,Nellore,2025-07-03,Stocking,Chaitanya,Grow-out,"Roopchand, Rohu (Labeo rohita)",9:1,1000.0,100.0,2992,2992.0,,,,True
pond_e797c43a,West Godavari,2025-07-02,Harvest,Chaitanya,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,1000.0,,,35000,0,Planned harvest,
pond_b842374c,Nellore,2025-07-02,Stocking,Chaitanya,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1000.0,100.0,3000,2165.0,,,,True
pond_c2458988,West Godavari,2025-06-30,Harvest,Chaitanya,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,200.0,,,24000,0,Planned harvest,
pond_c01f770d,West Godavari,2025-06-30,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1200.0,150.0,2424,2424.0,,,,False
pond_1d648007,Nellore,2025-06-29,Stocking,Chaitanya,Grow-out,Roopchand,10,1000.0,200.0,2841,2841.0,,,,True
pond_863e7ed4,Nellore,2025-06-28,Harvest,Chaitanya,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,650.0,,,4550,0,Planned harvest,
pond_1dbb9f8d,Nellore,2025-06-28,Stocking,Chaitanya,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita), Roopchand",8.5:1:0.5,1000.0,150.0,2857,2857.0,,,,True
pond_7fd480e0,West Godavari,2025-06-28,Partial harvest,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,1000.0,,,12000,23000,Planned harvest,
pond_44f24b9a,West Godavari,2025-06-28,Harvest,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita), Roopchand",,,500.0,,,,0,Planned harvest,
pond_44865e41,West Godavari,2025-06-27,Partial stocking,Praveen,Rearing,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,80.0,30.0,35714,35714.0,,,,False
pond_283dc502,West Godavari,2025-06-27,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1200.0,200.0,2432,2432.0,,,,False
pond_251e0d5b,West Godavari,2025-06-26,Stocking,Chaitanya,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1200.0,350.0,1667,1667.0,,,,False
pond_c01f770d,West Godavari,2025-06-24,Harvest,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,1400.0,,,55000,0,Planned harvest,
pond_7472ede8,West Godavari,2025-06-22,Stocking,Chaitanya,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,300.0,50.0,4854,4854.0,,,,False
pond_8a8b9562,West Godavari,2025-06-22,Harvest,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,1500.0,,,25000,0,Planned harvest,
pond_21320075,West Godavari,2025-06-21,Harvest,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,2000.0,,,100000,0,Planned harvest,
pond_0b0963e5,West Godavari,2025-06-20,Stocking,Chaitanya,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,250.0,50.0,8928,8928.0,,,,False
pond_44865e41,West Godavari,2025-06-20,Partial harvest,Praveen,Rearing,"Catla (Catla catla), Rohu (Labeo rohita)",,,80.0,,,20000,100000,Planned harvest,
pond_5f07dc7a,West Godavari,2025-06-20,Stocking,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,250.0,80.0,7381,7381.0,,,,False
pond_5f07dc7a,West Godavari,2025-06-19,Harvest,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,600.0,,,46800,0,Planned harvest,
pond_b08d22b5,West Godavari,2025-06-17,Partial harvest,Praveen,Nursery,Catla (Catla catla),,,50.0,,,,100000,Planned harvest,
pond_7dded911,West Godavari,2025-06-17,Stocking,Praveen,Rearing,Catla (Catla catla),0:10,100.0,50.0,60000,60000.0,,,,False
pond_283dc502,West Godavari,2025-06-13,Harvest,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,1500.0,,,145000,0,Planned harvest,
pond_17e22e23,West Godavari,2025-06-12,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1000.0,300.0,3155,3155.0,,,,False
pond_0b0963e5,West Godavari,2025-06-10,Harvest,Chaitanya,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,800.0,,,,0,,
pond_05d9df8f,West Godavari,2025-06-10,Stocking,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,300.0,10.0,7368,7368.0,,,,False
pond_8fd1554c,West Godavari,2025-06-08,Stocking,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,500.0,150.0,6452,6452.0,,,,False
pond_ee1be8cb,West Godavari,2025-06-07,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1200.0,700.0,2108,2108.0,,,,False
pond_eb2903bd,West Godavari,2025-06-06,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1000.0,200.0,2661,2661.0,,,,False
pond_7dded911,West Godavari,2025-06-05,Harvest,Praveen,Breed-out,Catla (Catla catla),,,300.0,,,6000,0,Planned harvest,
pond_195e5b24,West Godavari,2025-06-04,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1000.0,500.0,1702,1702.0,,,,False
pond_c295a799,West Godavari,2025-06-02,Stocking,Praveen,Rearing,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,100.0,20.0,35088,35088.0,,,,False
pond_3da22c74,West Godavari,2025-06-01,Stocking,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,250.0,50.0,7411,7411.0,,,,False
pond_89aabef8,West Godavari,2025-06-01,Stocking,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,250.0,100.0,5842,5842.0,,,,False
pond_c295a799,West Godavari,2025-05-31,Harvest,Praveen,Nursery,"Catla (Catla catla), Rohu (Labeo rohita)",,,60.0,,,,0,Planned harvest,
pond_9252e874,West Godavari,2025-05-30,Partial harvest,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,300.0,,,7500,25000,Planned harvest,
pond_f9218e7b,West Godavari,2025-05-30,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1000.0,300.0,2486,2486.0,,,,False
pond_bdf8fe72,West Godavari,2025-05-30,Harvest,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,250.0,,,,0,Planned harvest,
pond_51789df8,West Godavari,2025-05-29,Stocking,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,150.0,20.0,15000,15000.0,,,,True
pond_c7407a79,West Godavari,2025-05-28,Stocking,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,500.0,250.0,3466,3466.0,,,,False
pond_195e5b24,West Godavari,2025-05-28,Harvest,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,1200.0,,,60000,0,Planned harvest,
pond_4afa4e4f,West Godavari,2025-05-27,Harvest,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,300.0,,,,0,Planned harvest,
pond_8902ecd3,West Godavari,2025-05-26,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1200.0,400.0,2500,2500.0,,,,False
pond_0c63298a,West Godavari,2025-05-24,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1200.0,450.0,1556,1556.0,,,,False
pond_5e81f369,West Godavari,2025-05-24,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1200.0,350.0,2556,2556.0,,,,False
pond_bd0f4fd7,Nellore,2025-05-23,Harvest,Chaitanya,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,876.0,,,1600,0,Planned harvest,
pond_8dd26bbf,West Godavari,2025-05-23,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1200.0,400.0,2182,2182.0,,,,False
pond_05d9df8f,West Godavari,2025-05-23,Harvest,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,350.0,,,,0,Planned harvest,
pond_e78b9c9a,West Godavari,2025-05-20,Partial stocking,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,350.0,180.0,8046,8046.0,,,,False
pond_b08d22b5,West Godavari,2025-05-20,Stocking,Praveen,Nursery,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,50.0,10.0,235294,235294.0,,,,False
pond_69509b5b,West Godavari,2025-05-20,Partial harvest,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,500.0,,,,90000,Planned harvest,
pond_8e6046b4,West Godavari,2025-05-19,Harvest,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,1800.0,,,111000,0,Planned harvest,
pond_a3c9d163,Nellore,2025-05-17,Harvest,Chaitanya,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,900.0,,,6300,0,Planned harvest,
pond_5557d8af,West Godavari,2025-05-17,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1000.0,250.0,2560,2560.0,,,,False
pond_1bf4ea64,Nellore,2025-05-16,Harvest,Chaitanya,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,840.0,,,4200,0,Planned harvest,
pond_8dd26bbf,West Godavari,2025-05-16,Harvest,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,1200.0,,,72000,0,Planned harvest,
pond_6526e587,West Godavari,2025-05-15,Partial harvest,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,300.0,,,,60000,Planned harvest,
pond_251e0d5b,West Godavari,2025-05-15,Harvest,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,250.0,,,,0,Planned harvest,
pond_17e22e23,West Godavari,2025-05-15,Harvest,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,1300.0,,,40000,0,Planned harvest,
